Chromosome	End	cM
chr12	6342089	13.483
chr12	6342131	13.484
chr12	6366808	14.097
chr12	6379603	14.200
chr12	6433848	14.200
chr12	6433849	14.545
chr12	6433861	14.825
chr12	6483149	14.825
chr12	6513792	15.128
chr12	6605348	15.128
chr12	6622925	15.732
chr12	6622968	15.732
chr12	6666647	16.034
chr12	6717489	16.034
chr12	6717525	16.336
chr12	6834686	16.336
chr12	6846266	16.369
chr12	6846420	16.671
chr12	6941234	16.940
chr12	6965979	16.940
chr12	7058992	17.242
chr12	7263585	17.242
chr12	7313592	17.544
chr12	7402195	17.544
chr12	7402681	17.855
chr12	7420107	18.451
chr12	7434046	18.451
chr12	7530627	18.753
chr12	7530685	18.753
chr12	7567681	19.206
chr12	7604843	19.357
chr12	7604860	19.357
chr12	7768059	19.643
chr12	7768109	19.860
chr12	7768129	19.950
chr12	7777430	20.268
chr12	7777496	20.268
chr12	7777536	20.268
chr12	7814939	20.872
chr12	7814956	21.174
chr12	7814971	21.174
chr12	7909995	21.174
chr12	7919591	21.476
chr12	7919633	21.476
chr12	7919677	21.778
chr12	7919690	21.778
chr12	7924516	22.081
chr12	8069016	22.081
chr12	8085050	22.100
chr12	8128260	22.211
chr12	8128270	23.117
chr12	8226650	23.368
chr12	8226658	23.671
chr12	8313818	23.893
chr12	8313877	23.893
chr12	8419083	24.195
chr12	8486290	24.195
chr12	8491926	24.497
chr12	8513954	24.497
chr12	8592454	24.800
chr12	8804804	24.800
chr12	8804810	26.310
chr12	8812479	26.914
chr12	8812481	26.914
chr12	8812493	27.519
chr12	9052662	28.329
chr12	9077802	28.382
chr12	9077835	28.382
chr12	9121924	29.029
chr12	9294779	29.029
chr12	9462584	30.887
chr12	9577846	31.748
chr12	9577875	31.748
chr12	9577891	31.748
chr12	9577901	32.050
chr12	9681462	32.957
chr12	9758715	32.957
chr12	9784547	33.259
chr12	9795809	33.259
chr12	9841996	33.561
chr12	9942849	33.561
chr12	9981311	34.585
chr12	10240366	35.374
chr12	10254953	35.374
chr12	10272053	35.478
chr12	10304590	35.705
chr12	10608921	35.978
chr12	10697393	35.978
chr12	10748426	36.111
chr12	10813687	36.581
chr12	10813972	36.582
chr12	10813973	36.658
chr12	10813979	36.922
chr12	10842061	36.922
chr12	10871162	37.224
chr12	10899750	37.224
chr12	10906365	37.526
chr12	10951104	37.526
chr12	11002709	38.122
chr12	11004172	38.131
chr12	11006360	38.131
chr12	11086427	38.230
chr12	11186674	38.656
chr12	11186702	38.656
chr12	11250076	38.894
chr12	11306571	39.339
chr12	11314348	39.339
chr12	11315058	39.642
chr12	11373865	39.723
chr12	11427450	40.098
chr12	11427599	40.100
chr12	11444650	40.172
chr12	11503510	40.723
chr12	11533467	41.454
chr12	11550445	41.756
chr12	11550480	41.756
chr12	11587075	42.058
chr12	11666848	42.058
chr12	11670143	42.360
chr12	11670147	42.360
chr12	11712442	42.662
chr12	11712467	42.662
chr12	11712620	42.964
chr12	11887492	42.964
chr12	11919476	43.367
chr12	11919477	43.367
chr12	11984062	43.871
chr12	11984072	43.871
chr12	11993995	44.173
chr12	12154439	44.173
chr12	12215386	44.393
chr12	12238152	44.510
chr12	12413470	44.777
chr12	12674152	44.777
chr12	12674180	45.079
chr12	12750272	45.079
chr12	12784352	45.381
chr12	12941244	45.381
chr12	12976165	45.683
chr12	13295608	45.683
chr12	13299925	45.986
chr12	13340415	45.986
chr12	13371692	46.288
chr12	13493989	46.288
chr12	13514600	46.590
chr12	13675378	46.590
chr12	13739508	46.740
chr12	13739522	46.740
chr12	13804167	47.976
chr12	13804257	47.977
chr12	13822501	48.027
chr12	13849027	48.402
chr12	13849069	48.403
chr12	13903541	48.403
chr12	13903560	48.705
chr12	13920942	48.705
chr12	13920983	49.007
chr12	13921028	49.309
chr12	14071543	49.309
chr12	14164983	49.611
chr12	14522157	49.611
chr12	14522168	49.913
chr12	14522231	49.913
chr12	14562628	50.215
chr12	14635058	50.517
chr12	14996893	50.517
chr12	15091703	50.766
chr12	15111934	51.423
chr12	15111952	51.424
chr12	15445050	51.424
chr12	15506098	51.726
chr12	15624095	51.726
chr12	15646672	52.330
chr12	15855261	52.330
chr12	15869675	52.632
chr12	16112452	52.632
chr12	16126088	52.934
chr12	16327298	52.934
chr13	0	0.000
chr13	228785	0.000
chr13	255064	0.302
chr13	651939	0.302
chr13	716796	0.604
chr13	859431	0.604
chr13	870527	0.906
chr13	940254	0.906
chr13	1016907	1.208
chr13	1211239	1.208
chr13	1237361	1.511
chr13	1245761	1.511
chr13	1282220	1.813
chr13	1432679	1.813
chr13	1524316	2.115
chr13	1858581	2.115
chr13	1929100	2.417
chr13	2071304	2.417
chr13	2089836	2.772
chr13	2177822	3.021
chr13	2691843	3.021
chr13	2703164	3.032
chr13	2790279	3.724
chr13	2994397	3.927
chr13	3002694	4.532
chr13	3048506	4.532
chr13	3058879	6.042
chr13	3058947	6.042
chr13	3147071	6.825
chr13	3208117	6.949
chr13	3330479	6.949
chr13	3354452	7.251
chr13	3375433	7.251
chr13	3395892	7.645
chr13	3417693	8.230
chr13	3436034	8.459
chr13	3449238	8.459
chr13	3619197	8.689
chr13	3660261	9.047
chr13	3672313	9.366
chr13	3955825	9.366
chr13	3982242	9.576
chr13	3993672	9.680
chr13	3993684	9.680
chr13	4245645	10.555
chr13	4262957	10.574
chr13	4308244	10.574
chr13	4308256	11.178
chr13	4412752	11.480
chr13	4412811	11.783
chr13	4458489	11.783
chr13	4614706	12.085
chr13	4658516	12.085
chr13	4706509	12.387
chr13	4726550	12.689
chr13	4966297	12.689
chr13	4998250	12.797
chr13	5030060	13.207
chr13	5055666	13.293
chr13	5055676	13.293
chr13	5296803	13.595
chr13	5312642	13.595
chr13	5487173	13.897
chr13	5558405	13.897
chr13	5558414	14.199
chr13	5767657	14.199
chr13	5819837	14.804
chr13	5836326	14.804
chr13	5861531	15.106
chr13	5937925	15.106
chr13	5937929	15.106
chr13	5937954	15.106
chr13	6005519	15.789
chr13	6079692	16.207
chr13	6088572	16.238
chr13	6139111	16.314
chr13	6331908	16.314
chr13	6367194	16.616
chr13	6640119	16.616
chr13	6694792	16.919
chr13	6789068	16.919
chr13	6877205	17.825
chr13	7408545	17.825
chr13	7408626	18.127
chr13	7564256	18.127
chr13	7652652	18.429
chr13	7652655	18.429
chr13	7656727	18.742
chr13	7656728	18.742
chr13	7656744	19.044
chr13	7865467	19.591
chr13	7865491	19.591
chr13	7904158	20.694
chr13	7981691	20.995
chr13	7981705	20.995
chr13	8100687	21.752
chr13	8140556	22.054
chr13	8220844	22.054
chr13	8251650	22.357
chr13	8251745	22.357
chr13	8275948	22.789
chr13	8319413	24.471
chr13	8319417	24.471
chr13	8614627	25.605
chr13	8692281	25.967
chr13	8692288	26.269
chr13	8711999	26.284
chr13	8766117	26.284
chr13	8890166	26.586
chr13	8890195	26.888
chr13	9005704	27.457
chr13	9021127	27.493
chr13	9081631	27.493
chr13	9081669	28.097
chr13	9081670	28.097
chr13	9263977	28.620
chr13	9292191	28.753
chr13	9426558	29.003
chr13	9426578	29.003
chr13	9458240	30.514
chr13	9534964	30.514
chr13	9534990	30.514
chr13	9791005	30.988
chr13	9812455	31.002
chr13	9812541	31.304
chr13	9821554	31.310
chr13	9884991	31.655
chr13	9938217	31.691
chr13	9951503	32.002
chr13	9985239	32.326
chr13	10286086	32.326
chr13	10310395	32.629
chr13	10375024	32.629
chr13	10402622	32.931
chr13	10535300	32.931
chr13	10622997	33.233
chr13	10677329	33.233
chr13	10897995	33.535
chr13	10906901	33.535
chr13	10906924	33.837
chr13	10959994	34.139
chr13	11271273	34.139
chr13	11292383	34.441
chr13	11293059	34.441
chr13	11296247	34.451
chr13	11396732	35.184
chr13	11396735	35.184
chr13	11434192	35.628
chr13	11437120	35.650
chr13	11586360	35.650
chr13	11586393	35.952
chr13	11586404	36.556
chr13	11767520	36.858
chr13	11790511	36.858
chr13	11893475	37.462
chr13	12127930	37.462
chr13	12145841	37.547
chr13	12192126	38.067
chr13	12192142	38.067
chr13	12209869	38.368
chr13	12209874	38.670
chr13	12209909	38.671
chr13	12260784	38.671
chr13	12318301	38.853
chr13	12356396	39.577
chr13	12356412	39.577
chr13	12356421	39.879
chr13	12571265	40.321
chr13	12822892	40.484
chr13	12912302	40.484
chr13	12960206	40.561
chr13	13035527	40.764
chr13	13085236	41.805
chr13	13099153	41.842
chr13	13239751	41.994
chr13	13239754	41.994
chr13	13239760	41.994
chr13	13482771	42.898
chr13	13485016	42.901
chr13	13653757	42.901
chr13	13706725	43.203
chr13	13795083	43.203
chr13	13869200	43.505
chr13	13869224	43.505
chr13	13869232	43.505
chr13	13918823	45.557
chr13	13924513	45.620
chr13	14050445	45.620
chr13	14056846	45.922
chr13	14090364	45.922
chr13	14090373	46.224
chr13	14115068	46.224
chr13	14202324	46.526
chr13	14252099	46.526
chr13	14263847	48.046
chr13	14634521	48.641
chr13	14634525	48.641
chr13	14696928	49.093
chr13	14760507	49.245
chr13	14760529	49.245
chr13	14808985	49.547
chr13	14824978	49.547
chr13	14861714	49.849
chr13	14949996	49.849
chr13	14950018	50.453
chr13	14950048	50.453
chr13	14997679	50.756
chr13	15252477	50.756
chr13	15369224	51.058
chr13	15414625	51.058
chr13	15414651	51.360
chr13	15485499	51.662
chr13	15539437	52.568
chr13	15568299	52.568
chr13	15568306	52.870
chr13	15768975	52.870
chr13	15818014	53.475
chr13	15871876	53.475
chr13	15947971	54.009
chr13	15971038	54.079
chr13	16021131	54.079
chr13	16061603	54.381
chr13	16283325	54.381
chr13	16307794	54.683
chr13	16459492	54.683
chr13	16543251	54.985
chr13	16826455	54.985
chr13	16826461	54.985
chr13	16936455	55.455
chr13	17024857	55.589
chr13	17024866	55.589
chr13	17102510	55.892
chr13	17207338	55.892
chr13	17324909	56.194
chr13	17504368	56.194
chr13	17510694	56.496
chr13	17552074	56.496
chr13	17716603	56.798
chr13	18127314	56.798
chr14	0	0.000
chr14	324136	0.000
chr14	424261	0.302
chr14	424312	0.302
chr14	434602	2.417
chr14	434603	2.417
chr14	445225	3.347
chr14	445234	3.649
chr14	646900	5.246
chr14	646940	5.549
chr14	812168	8.549
chr14	812179	8.549
chr14	916825	9.520
chr14	925573	9.575
chr14	947436	9.668
chr14	972017	10.088
chr14	1060484	10.515
chr14	1072785	10.876
chr14	1241997	10.876
chr14	1457331	11.178
chr14	1475033	11.178
chr14	1503056	12.108
chr14	1503078	12.411
chr14	1511469	12.991
chr14	1535605	12.991
chr14	1535628	12.991
chr14	1596851	13.897
chr14	1596857	13.897
chr14	1596862	13.897
chr14	1670094	13.897
chr14	1692161	14.535
chr14	1747580	14.620
chr14	1867755	15.683
chr14	1926177	16.110
chr14	1950455	16.550
chr14	1954134	16.919
chr14	1954150	17.221
chr14	2035698	18.127
chr14	2148507	18.127
chr14	2170453	18.611
chr14	2221315	19.033
chr14	2490111	19.033
chr14	2558990	19.336
chr14	2559017	19.336
chr14	2599728	19.731
chr14	2690296	20.242
chr14	2690304	20.242
chr14	2690347	20.242
chr14	2690351	20.544
chr14	2700827	20.544
chr14	2700848	21.148
chr14	2802707	21.148
chr14	2824830	21.450
chr14	2855048	21.450
chr14	2855091	21.450
chr14	2855101	21.450
chr14	2973664	21.920
chr14	3215675	23.074
chr14	3215678	23.074
chr14	3296371	23.490
chr14	3349357	23.867
chr14	3349375	23.867
chr14	3349396	23.867
chr14	3349418	23.867
chr14	3350711	23.881
chr14	3382724	25.127
chr14	3382732	25.127
chr14	3474094	25.267
chr14	3530973	25.959
chr14	3546261	25.982
chr14	3549038	25.982
chr14	3563212	26.284
chr14	3609893	26.284
chr14	3635311	26.409
chr14	3671578	26.888
chr14	3731545	26.888
chr14	3731551	27.191
chr14	3731554	27.191
chr14	3731575	27.191
chr14	3966087	27.694
chr14	3975441	27.702
chr14	3995719	28.021
chr14	4084077	28.097
chr14	4084102	28.097
chr14	4116473	28.399
chr14	4116485	28.399
chr14	4116533	28.399
chr14	4161791	29.339
chr14	4314468	30.360
chr14	4372572	30.574
chr14	4519925	31.420
chr14	4519935	31.420
chr14	4519936	31.420
chr14	4590098	31.722
chr14	4634203	31.722
chr14	4712521	32.327
chr14	4762995	32.629
chr14	4958946	32.629
chr14	4963127	33.233
chr14	4963146	33.233
chr14	5100451	33.535
chr14	5175306	33.535
chr14	5269219	33.970
chr14	5389199	34.139
chr14	5389268	34.139
chr14	5389270	34.139
chr14	5480354	34.674
chr14	5507687	34.744
chr14	5507717	34.744
chr14	5518984	34.793
chr14	5576918	35.348
chr14	5576958	35.348
chr14	5605219	35.982
chr14	5746230	36.132
chr14	5860354	36.512
chr14	5879777	36.556
chr14	6026943	36.556
chr14	6079938	36.858
chr14	6439595	36.858
chr14	6452788	37.160
chr14	6526689	37.160
chr14	6532665	37.301
chr14	6552312	38.066
chr14	6552335	38.067
chr14	6552562	38.070
chr14	6575081	38.419
chr14	6575085	38.419
chr14	6592421	39.061
chr14	6689579	39.275
chr14	6786107	39.275
chr14	6791020	39.880
chr14	6814366	39.899
chr14	6833690	40.218
chr14	6986735	40.346
chr14	7150415	40.786
chr14	7150430	40.786
chr14	7223894	41.285
chr14	7263269	41.390
chr14	7270631	41.395
chr14	7455811	41.676
chr14	7621749	42.231
chr14	7621777	42.231
chr14	7621780	42.533
chr14	7721352	42.599
chr14	7721407	42.901
chr14	7820741	43.360
chr14	7820773	43.362
chr14	7825544	43.717
chr14	7912300	46.020
chr14	7985901	47.174
chr14	8026977	47.494
chr14	8047464	47.562
chr14	8111991	48.868
chr14	8136246	49.245
chr14	8197601	49.444
chr14	8416483	50.454
chr14	8416563	50.454
chr14	8474536	50.454
chr14	8474593	50.454
chr14	8525619	51.210
chr14	8576066	51.360
chr14	8641321	51.360
chr14	8641322	51.662
chr14	8641333	51.662
chr14	8680373	51.880
chr14	8723187	52.421
chr14	8743087	52.532
chr14	8757279	52.569
chr14	8757324	52.569
chr14	8835061	52.871
chr14	8835074	52.871
chr14	8868821	52.982
chr14	8881250	53.325
chr14	8901253	53.391
chr14	8926485	53.611
chr14	8957417	53.777
chr14	8967655	53.777
chr14	8998161	53.897
chr14	9044200	54.350
chr14	9049596	54.381
chr14	9072703	54.381
chr14	9077546	54.755
chr14	9093022	54.985
chr14	9137347	55.288
chr14	9174305	55.288
chr15	0	0.000
chr15	292807	0.000
chr15	319752	0.302
chr15	388102	0.302
chr15	441628	1.085
chr15	478739	1.208
chr15	657984	1.208
chr15	657988	1.511
chr15	824825	1.511
chr15	844921	1.591
chr15	851575	2.221
chr15	900628	2.417
chr15	900693	2.418
chr15	916629	2.719
chr15	929211	2.719
chr15	929242	3.021
chr15	975503	3.021
chr15	975504	3.323
chr15	1006961	3.323
chr15	1017232	3.425
chr15	1023890	3.508
chr15	1129451	5.438
chr15	1162081	5.438
chr15	1284061	5.740
chr15	1305498	5.740
chr15	1349936	6.042
chr15	1508279	6.042
chr15	1614465	6.344
chr15	1614491	6.344
chr15	1617348	6.641
chr15	1617402	6.949
chr15	1875639	6.949
chr15	1922994	7.251
chr15	1983597	7.251
chr15	1992796	7.553
chr15	2036810	7.553
chr15	2052033	7.855
chr15	2229770	7.855
chr15	2233837	8.157
chr15	2307298	8.393
chr15	2307394	8.696
chr15	2328126	9.064
chr15	2328142	9.064
chr15	2328155	9.064
chr15	2328210	9.366
chr15	2543898	9.970
chr15	2548964	9.970
chr15	2625377	10.574
chr15	2639419	10.876
chr15	2639447	11.178
chr15	2710564	11.178
chr15	2747982	11.783
chr15	2960973	11.783
chr15	3037315	12.085
chr15	3054326	12.085
chr15	3092357	12.991
chr15	3183409	13.293
chr15	3236767	13.293
chr15	3280406	13.672
chr15	3312295	13.728
chr15	3408321	14.207
chr15	3499473	14.502
chr15	3533341	14.502
chr15	3533349	14.804
chr15	3533351	14.804
chr15	3533358	14.804
chr15	3565063	15.224
chr15	3775887	16.008
chr15	3779638	16.012
chr15	3779649	16.012
chr15	3779700	16.013
chr15	3805798	16.870
chr15	3805843	16.871
chr15	3810775	16.919
chr15	3821451	17.255
chr15	3898889	17.501
chr15	3905768	17.560
chr15	3954631	18.429
chr15	3954653	18.429
chr15	4049769	18.731
chr15	4049836	18.731
chr15	4184289	19.034
chr15	4251235	19.034
chr15	4269515	19.336
chr15	4289687	19.336
chr15	4289690	19.638
chr15	4289717	19.638
chr15	4316157	19.940
chr15	4360150	19.940
chr15	4360161	19.940
chr15	4409903	20.544
chr15	4409945	20.544
chr15	4409962	20.544
chr15	4432445	20.616
chr15	4504508	21.148
chr15	4902398	21.148
chr15	4946886	21.450
chr15	4997682	21.450
chr15	4997726	21.451
chr15	5047683	21.951
chr15	5073810	22.055
chr15	5146700	22.055
chr15	5185853	22.285
chr15	5185866	22.588
chr15	5197906	22.961
chr15	5197963	22.961
chr15	5262958	22.961
chr15	5265097	22.968
chr15	5355955	23.450
chr15	5412377	23.565
chr15	5478124	23.565
chr15	5509358	23.867
chr15	5509360	23.867
chr15	5509452	24.170
chr15	5741396	24.170
chr15	5741409	24.472
chr15	5779860	24.472
chr15	5779884	24.472
chr15	5986035	25.059
chr15	5997892	25.076
chr15	6060404	25.076
chr15	6128163	25.378
chr15	6148902	25.378
chr15	6243348	25.680
chr15	6373266	25.680
chr15	6686156	28.928
chr15	6754199	29.305
chr15	6754205	29.305
chr15	6754241	29.305
chr15	6754271	29.306
chr15	6764546	29.646
chr15	6764547	30.251
chr15	6803637	30.700
chr15	6834390	30.816
chr15	6834402	31.118
chr15	6932451	31.823
chr15	7128508	32.317
chr15	7134894	32.327
chr15	7176855	32.327
chr15	7318715	32.629
chr15	7367428	32.629
chr15	7408216	32.871
chr15	7418373	33.231
chr15	7418457	33.233
chr15	7490889	33.814
chr15	7496843	33.837
chr15	7560598	34.139
chr15	8073338	34.139
chr15	8090230	34.744
chr15	8090232	35.046
chr15	8184270	35.046
chr15	8314851	35.648
chr15	8315571	35.650
chr15	8395279	35.650
chr15	8454563	35.952
chr15	8519962	35.952
chr15	8519986	36.254
chr15	8547235	36.292
chr15	8547241	36.594
chr15	8737123	37.463
chr15	8771041	37.463
chr15	8771042	37.463
chr15	8840630	37.877
chr15	8840658	37.877
chr15	8840672	38.481
chr15	8840677	38.481
chr15	8840680	38.542
chr15	8840696	38.799
chr15	8860531	39.184
chr15	8958350	39.593
chr15	8999634	39.593
chr15	8999663	40.197
chr15	9022263	40.197
chr15	9177772	41.004
chr15	9177811	41.004
chr15	9253921	41.103
chr15	9301766	42.120
chr15	9301778	42.120
chr15	9301791	43.026
chr15	9385122	44.124
chr15	9626050	46.158
chr15	9649714	46.239
chr15	9650843	46.541
chr15	9669327	46.541
chr15	9708187	46.585
chr15	9743211	47.035
chr15	9773115	47.202
chr15	9806057	47.687
chr15	9937598	48.619
chr15	9937668	48.619
chr15	9964688	48.656
chr15	9975451	48.656
chr15	10022400	48.924
chr15	10028446	49.027
chr15	10048833	49.260
chr15	10235750	49.260
chr16	0	0.000
chr16	254722	0.000
chr16	257952	0.063
chr16	270222	0.375
chr16	308555	0.604
chr16	361834	0.604
chr16	361867	0.604
chr16	405440	1.023
chr16	475101	1.208
chr16	556833	1.511
chr16	583092	1.511
chr16	619795	2.019
chr16	626701	2.719
chr16	758871	2.719
chr16	798115	3.625
chr16	886590	3.625
chr16	886614	3.626
chr16	1045009	4.834
chr16	1084640	4.916
chr16	1112065	5.052
chr16	1155078	5.567
chr16	1190051	5.740
chr16	1190100	5.740
chr16	1220513	6.024
chr16	1269809	7.050
chr16	1298988	7.368
chr16	1333486	7.553
chr16	1336268	7.553
chr16	1418981	7.855
chr16	1436727	8.157
chr16	1493840	8.761
chr16	1592917	8.761
chr16	1592927	9.064
chr16	1602054	9.064
chr16	1633279	9.366
chr16	1633304	9.366
chr16	1674548	10.049
chr16	1791138	10.574
chr16	1866309	10.574
chr16	1866317	10.768
chr16	1866322	10.898
chr16	1906962	11.200
chr16	1973028	11.502
chr16	1973056	11.502
chr16	2071146	12.106
chr16	2174067	13.116
chr16	2174068	13.116
chr16	2174069	13.116
chr16	2174116	13.419
chr16	2301025	13.919
chr16	2301078	14.221
chr16	2375178	14.221
chr16	2375180	14.523
chr16	2457403	14.523
chr16	2518364	14.825
chr16	2518431	14.825
chr16	2554881	15.127
chr16	2770583	15.127
chr16	2790884	15.430
chr16	2795790	15.430
chr16	2807444	15.842
chr16	2891487	16.638
chr16	2949825	16.638
chr16	2949829	16.638
chr16	2988078	17.095
chr16	3173715	18.438
chr16	3173756	18.438
chr16	3181789	18.451
chr16	3254909	18.451
chr16	3286914	18.545
chr16	3357389	20.124
chr16	3357434	20.124
chr16	3357437	20.124
chr16	3357468	20.427
chr16	3417535	20.706
chr16	3486396	20.868
chr16	3486404	20.868
chr16	3500079	21.170
chr16	3612291	21.170
chr16	3717021	21.472
chr16	3879332	22.982
chr16	3879406	22.982
chr16	3980471	23.975
chr16	4056407	24.493
chr16	4056461	24.493
chr16	4103215	24.795
chr16	4276343	24.795
chr16	4356968	25.097
chr16	4370279	25.097
chr16	4390422	25.399
chr16	4390430	25.399
chr16	4590915	25.702
chr16	4590917	25.702
chr16	4590919	26.004
chr16	4590948	26.004
chr16	4742993	26.306
chr16	4784294	26.306
chr16	4784310	26.608
chr16	4792413	26.608
chr16	4866527	26.910
chr16	5118674	26.910
chr16	5126286	27.514
chr16	5126309	27.514
chr16	5126348	28.018
chr16	5126368	28.124
chr16	5153776	29.392
chr16	5153789	29.392
chr16	5153791	29.695
chr16	5263474	29.936
chr16	5292295	29.936
chr16	5386856	30.540
chr16	5535192	30.843
chr16	5555019	30.843
chr16	5562817	30.882
chr16	5614237	31.212
chr16	5726479	31.359
chr16	5726529	31.662
chr16	5792983	31.749
chr16	5810855	31.749
chr16	5860660	31.998
chr16	5871190	32.655
chr16	5941287	33.774
chr16	6025107	34.691
chr16	6025130	34.691
chr16	6035955	34.786
chr16	6043616	34.797
chr16	6075864	35.146
chr16	6232955	35.979
chr16	6232958	35.979
chr16	6332975	36.281
chr16	6396133	36.281
chr16	6396145	36.583
chr16	6404907	36.583
chr16	6450129	36.885
chr16	6450164	37.187
chr16	6684455	37.187
chr16	6810647	37.489
chr16	6810671	37.489
chr16	6893791	38.093
chr16	6893800	38.093
chr16	6953061	38.357
chr16	7087594	39.115
chr16	7102485	39.176
chr16	7208845	39.302
chr16	7208847	39.302
chr16	7439700	39.814
chr16	7439772	40.419
chr16	7439862	40.419
chr16	7540233	40.510
chr16	7565360	40.510
chr16	7591614	40.812
chr16	7628307	40.812
chr16	7676196	41.115
chr16	7702642	41.115
chr16	7771351	41.214
chr16	7771354	41.214
chr16	7808091	41.950
chr16	7912220	42.625
chr16	7912289	42.625
chr16	7939470	42.927
chr16	7939484	42.927
chr16	7939509	42.927
chr16	8046132	43.502
chr16	8057620	43.531
chr16	8057648	43.531
chr16	8057666	44.136
chr16	8166242	44.136
chr16	8166600	44.448
chr16	8177180	44.740
chr16	8177221	44.740
chr16	8273295	45.279
chr16	8299968	45.344
chr16	8386844	45.344
chr16	8400137	45.646
chr16	8400173	45.646
chr16	8472747	45.948
chr16	8500695	45.948
chr16	8503308	46.251
chr16	8522612	46.251
chr16	8522654	46.510
chr16	8522661	46.861
chr16	8748134	46.861
chr16	8808016	46.933
chr16	8842683	47.277
chr16	8842714	47.277
chr16	8914559	47.559
chr16	8953583	47.796
chr16	8953644	47.796
chr16	8999157	48.250
chr16	9055963	48.371
chr16	9090984	48.371
chr16	9121454	48.674
chr16	9189737	49.278
chr16	9217910	49.580
chr16	9274990	49.580
chr16	9292994	49.725
chr16	9349997	50.486
chr16	9357334	50.486
chr16	9386880	50.788
chr16	9389447	50.788
chr16	9455473	51.090
chr16	9487027	51.393
chr16	9511846	51.393
chr16	9519814	51.695
chr16	9541945	51.695
chr16	9592176	51.997
chr16	10083215	51.997
chr17	0	0.000
chr17	411080	0.000
chr17	416289	0.302
chr17	419947	0.302
chr17	441239	0.604
chr17	530530	0.604
chr17	582968	0.906
chr17	596988	0.906
chr17	609357	1.208
chr17	646506	1.511
chr17	646591	1.511
chr17	658276	1.813
chr17	721669	1.813
chr17	770029	2.115
chr17	783076	2.417
chr17	824182	2.719
chr17	883296	2.719
chr17	893769	3.021
chr17	958422	3.021
chr17	966875	3.323
chr17	1224661	3.323
chr17	1236128	3.625
chr17	1372136	3.625
chr17	1396232	3.927
chr17	1401314	3.944
chr17	1401323	3.944
chr17	1492088	5.016
chr17	1492107	5.016
chr17	1492126	5.318
chr17	1495750	5.359
chr17	1542804	5.849
chr17	1542807	5.849
chr17	1626619	6.344
chr17	1626695	6.344
chr17	1718393	6.647
chr17	1805551	6.647
chr17	1852539	6.949
chr17	1852549	6.949
chr17	1902086	7.251
chr17	1902104	7.251
chr17	1962283	7.553
chr17	1980964	7.553
chr17	2103359	7.855
chr17	2205233	7.855
chr17	2205237	8.157
chr17	2205253	8.157
chr17	2243946	8.499
chr17	2243979	8.499
chr17	2454153	9.018
chr17	2498618	9.063
chr17	2651150	9.063
chr17	2694933	9.229
chr17	2731297	9.767
chr17	2731303	9.767
chr17	2756538	10.179
chr17	2778849	10.277
chr17	2916140	11.178
chr17	2995875	11.178
chr17	3089603	11.632
chr17	3120735	11.943
chr17	3148212	13.067
chr17	3316990	13.836
chr17	3345081	13.913
chr17	3370019	14.284
chr17	3485381	14.905
chr17	3558008	15.106
chr17	3660660	15.408
chr17	3948545	15.408
chr17	4016815	15.493
chr17	4017945	15.497
chr17	4111887	15.942
chr17	4190325	16.616
chr17	4190328	16.616
chr17	4190346	16.616
chr17	4219215	16.956
chr17	4219240	16.956
chr17	4267786	17.090
chr17	4312171	17.600
chr17	4419471	19.271
chr17	4424478	19.335
chr17	4424552	19.335
chr17	4662116	19.335
chr17	4745786	19.600
chr17	4757648	19.940
chr17	4757659	19.940
chr17	4757726	19.940
chr17	4823129	20.544
chr17	4968607	20.544
chr17	5007303	20.846
chr17	5117221	20.846
chr17	5159469	21.148
chr17	5161160	21.450
chr17	5172143	21.450
chr17	5207860	21.752
chr17	5279015	21.752
chr17	5368549	22.659
chr17	5394893	22.961
chr17	5430782	23.263
chr17	5441327	23.263
chr17	5441339	23.565
chr17	5484960	23.565
chr17	5600399	24.471
chr17	5600402	24.471
chr17	5620910	24.471
chr17	5652635	24.774
chr17	5842048	24.774
chr17	5875257	25.076
chr17	5875338	25.076
chr17	5927174	25.156
chr17	6038901	26.940
chr17	6219868	27.384
chr17	6246651	27.752
chr17	6258152	27.780
chr17	6267434	27.795
chr17	6283900	27.795
chr17	6283948	27.797
chr17	6291158	28.399
chr17	6291161	28.399
chr17	6350820	28.701
chr17	6450403	28.701
chr17	6467533	28.830
chr17	6467596	29.133
chr17	6530459	29.607
chr17	6733758	29.607
chr17	6820696	30.211
chr17	6820778	30.212
chr17	6846158	30.514
chr17	6878503	30.514
chr17	6888601	30.816
chr17	6920991	30.816
chr17	6993886	31.118
chr17	7174920	31.118
chr17	7239724	31.420
chr17	7470551	31.420
chr17	7512066	31.558
chr17	7614050	32.198
chr17	7720095	32.327
chr17	7886973	32.327
chr17	7910391	32.629
chr17	7910419	32.629
chr17	7940840	33.068
chr17	7965651	33.180
chr17	7977343	33.356
chr17	7994370	33.535
chr17	8053644	33.837
chr17	8260221	33.837
chr17	8271409	34.139
chr17	8297659	34.139
chr17	8325881	34.441
chr17	8333457	34.441
chr17	8351482	34.743
chr17	8351519	34.743
chr17	8477602	35.046
chr17	8539303	35.348
chr17	8582785	35.348
chr17	8594018	35.952
chr17	8657205	35.952
chr17	8799787	36.254
chr17	9283494	36.254
chr17	9286790	36.575
chr17	9336980	37.160
chr17	9463261	37.160
chr17	9463318	37.462
chr17	9523195	37.462
chr17	9523198	37.765
chr17	9571522	37.765
chr17	9571533	37.765
